ICB23CD,ICB23NM,Der_Financial_Year,EC_Department_Type,toa,mh_snomed,attends
E54000027,NHS North West London Integrated Care Board,2019/20,1,4,1,42
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2020/21,1,4,0,743
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,3,22,1,7
E54000038,NHS Somerset Integrated Care Board,2022/23,4,17,0,3
E54000054,NHS West Yorkshire Integrated Care Board,2019/20,1,0,1,147
E54000026,NHS Mid and South Essex Integrated Care Board,2023/24,3,20,1,2
E54000041,NHS Dorset Integrated Care Board,2019/20,1,13,1,33
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2020/21,1,23,0,2482
E54000034,NHS Frimley Integrated Care Board,2019/20,4,13,0,111
E54000032,NHS Kent and Medway Integrated Care Board,2022/23,1,13,0,9764
E54000064,NHS Sussex Integrated Care Board,2022/23,1,17,0,8408
E54000064,NHS Sussex Integrated Care Board,2019/20,1,13,1,164
E54000034,NHS Frimley Integrated Care Board,2021/22,4,11,0,129
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,1,10,1,51
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,1,15,1,101
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2022/23,1,13,1,32
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2022/23,1,20,0,4905
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2021/22,3,11,0,2636
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,3,11,0,2376
E54000043,NHS Gloucestershire Integrated Care Board,2023/24,1,5,1,9
E54000031,NHS South West London Integrated Care Board,2019/20,3,0,0,538
E54000062,NHS Black Country Integrated Care Board,2020/21,1,20,1,70
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,3,13,0,2479
E54000041,NHS Dorset Integrated Care Board,2022/23,1,19,1,57
E54000054,NHS West Yorkshire Integrated Care Board,2020/21,1,20,0,10738
E54000013,NHS Lincolnshire Integrated Care Board,2020/21,3,14,0,2223
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,3,15,0,1349
E54000057,NHS Greater Manchester Integrated Care Board,2019/20,3,0,0,326
E54000058,NHS Derby and Derbyshire Integrated Care Board,2022/23,3,1,0,214
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,3,19,0,208
E54000029,NHS North East London Integrated Care Board,2022/23,5,10,0,307
E54000057,NHS Greater Manchester Integrated Care Board,2019/20,1,0,0,7295
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,1,8,0,7778
E54000030,NHS South East London Integrated Care Board,2023/24,5,12,0,20
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2020/21,1,6,0,407
E54000031,NHS South West London Integrated Care Board,2023/24,4,12,1,2
E54000031,NHS South West London Integrated Care Board,2022/23,1,12,0,9851
E54000037,NHS Devon Integrated Care Board,2022/23,3,19,1,3
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,3,22,1,4
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,3,8,0,729
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,1,16,0,4034
E54000054,NHS West Yorkshire Integrated Care Board,2019/20,1,18,1,194
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,3,12,1,5
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,1,13,0,3384
E54000064,NHS Sussex Integrated Care Board,2022/23,3,23,1,36
E54000050,NHS North East and North Cumbria Integrated Care Board,2022/23,3,23,1,10
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,1,23,1,38
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2019/20,1,21,1,124
E54000064,NHS Sussex Integrated Care Board,2023/24,3,10,0,7110
E54000029,NHS North East London Integrated Care Board,2021/22,3,20,0,3907
E54000037,NHS Devon Integrated Care Board,2021/22,1,1,0,1737
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2023/24,4,10,0,174
E54000028,NHS North Central London Integrated Care Board,2021/22,3,13,1,27
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2022/23,3,13,1,29
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,1,23,1,140
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2019/20,1,17,0,6485
E54000057,NHS Greater Manchester Integrated Care Board,2023/24,5,11,1,13
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,3,3,0,43
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,3,20,0,616
E54000037,NHS Devon Integrated Care Board,2020/21,1,11,0,2599
E54000026,NHS Mid and South Essex Integrated Care Board,2021/22,1,2,1,53
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,1,5,0,856
E54000034,NHS Frimley Integrated Care Board,2019/20,5,17,0,34
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2022/23,3,8,1,4
E54000034,NHS Frimley Integrated Care Board,2019/20,3,7,0,13
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,3,5,0,4
E54000054,NHS West Yorkshire Integrated Care Board,2019/20,3,5,1,1
E54000043,NHS Gloucestershire Integrated Care Board,2023/24,3,4,0,3
E54000057,NHS Greater Manchester Integrated Care Board,2023/24,5,9,1,3
E54000031,NHS South West London Integrated Care Board,2023/24,5,2,0,3
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,4,16,0,4
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,3,23,1,1
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2021/22,3,13,1,2
E54000027,NHS North West London Integrated Care Board,2023/24,4,9,1,1
E54000041,NHS Dorset Integrated Care Board,2022/23,3,5,0,3
E54000031,NHS South West London Integrated Care Board,2022/23,3,2,1,1
E54000059,NHS Northamptonshire Integrated Care Board,2023/24,4,19,0,1
E54000030,NHS South East London Integrated Care Board,2021/22,5,20,0,1
E54000034,NHS Frimley Integrated Care Board,2020/21,3,21,1,1
E54000043,NHS Gloucestershire Integrated Care Board,2023/24,5,0,0,1
E54000031,NHS South West London Integrated Care Board,2022/23,3,6,1,1
E54000038,NHS Somerset Integrated Care Board,2020/21,3,8,1,1
E54000062,NHS Black Country Integrated Care Board,2022/23,5,14,0,1
E54000059,NHS Northamptonshire Integrated Care Board,2020/21,1,9,0,1389
E54000034,NHS Frimley Integrated Care Board,2022/23,1,8,1,17
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,1,15,1,67
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2019/20,1,9,1,38
E54000028,NHS North Central London Integrated Care Board,2021/22,1,0,1,51
E54000028,NHS North Central London Integrated Care Board,2020/21,1,11,0,3038
E54000028,NHS North Central London Integrated Care Board,2021/22,3,20,1,16
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,3,17,1,30
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,1,10,1,38
E54000027,NHS North West London Integrated Care Board,2019/20,3,8,0,4830
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,1,10,0,8590
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2020/21,1,5,0,708
E54000027,NHS North West London Integrated Care Board,2020/21,4,14,0,183
E54000013,NHS Lincolnshire Integrated Care Board,2019/20,1,22,0,2137
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2019/20,1,20,0,5455
E54000064,NHS Sussex Integrated Care Board,2021/22,3,18,0,5302
E54000028,NHS North Central London Integrated Care Board,2020/21,1,9,0,2049
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,3,20,1,3
E54000038,NHS Somerset Integrated Care Board,2022/23,1,3,0,535
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,1,21,1,53
E54000054,NHS West Yorkshire Integrated Care Board,2022/23,1,10,0,13736
E54000029,NHS North East London Integrated Care Board,2019/20,3,6,0,289
E54000037,NHS Devon Integrated Care Board,2023/24,1,2,1,69
E54000037,NHS Devon Integrated Care Board,2023/24,3,5,1,3
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,3,12,1,20
E54000037,NHS Devon Integrated Care Board,2019/20,4,21,0,1
E54000055,NHS Birmingham and Solihull Integrated Care Board,2021/22,1,4,1,69
E54000026,NHS Mid and South Essex Integrated Care Board,2022/23,1,17,0,8618
E54000055,NHS Birmingham and Solihull Integrated Care Board,2023/24,3,10,0,1634
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2023/24,3,17,1,8
E54000064,NHS Sussex Integrated Care Board,2022/23,3,13,0,6325
E54000028,NHS North Central London Integrated Care Board,2022/23,1,16,1,88
E54000031,NHS South West London Integrated Care Board,2020/21,3,8,1,1
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,1,3,1,17
E54000029,NHS North East London Integrated Care Board,2022/23,1,7,0,2733
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2022/23,3,21,0,337
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2020/21,3,18,1,4
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2023/24,1,14,1,50
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,1,22,1,151
E54000026,NHS Mid and South Essex Integrated Care Board,2023/24,1,14,1,103
E54000063,NHS Surrey Heartlands Integrated Care Board,2022/23,1,15,0,6287
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,3,18,0,682
E54000043,NHS Gloucestershire Integrated Care Board,2020/21,1,12,0,1024
E54000026,NHS Mid and South Essex Integrated Care Board,2019/20,4,16,0,8
E54000030,NHS South East London Integrated Care Board,2021/22,3,3,1,7
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2022/23,1,23,1,74
E54000028,NHS North Central London Integrated Care Board,2022/23,5,8,0,6
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2019/20,1,21,0,5253
E54000050,NHS North East and North Cumbria Integrated Care Board,2023/24,1,0,0,6598
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,4,21,0,2
E54000064,NHS Sussex Integrated Care Board,2019/20,1,0,0,3383
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,1,14,1,48
E54000061,NHS South Yorkshire Integrated Care Board,2022/23,1,15,1,133
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,4,14,0,18
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,3,17,0,5889
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,3,17,1,9
E54000028,NHS North Central London Integrated Care Board,2022/23,3,5,1,3
E54000064,NHS Sussex Integrated Care Board,2023/24,1,18,1,160
E54000057,NHS Greater Manchester Integrated Care Board,2019/20,1,2,1,152
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2022/23,5,13,0,25
E54000064,NHS Sussex Integrated Care Board,2021/22,3,8,1,13
E54000062,NHS Black Country Integrated Care Board,2023/24,3,23,0,1714
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,1,9,1,6
E54000064,NHS Sussex Integrated Care Board,2021/22,4,17,0,23
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,1,11,1,15
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2020/21,1,17,0,2566
E54000037,NHS Devon Integrated Care Board,2020/21,1,2,1,31
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,1,23,0,2905
E54000030,NHS South East London Integrated Care Board,2022/23,3,11,1,20
E54000027,NHS North West London Integrated Care Board,2019/20,1,15,0,8721
E54000063,NHS Surrey Heartlands Integrated Care Board,2021/22,1,0,0,2130
E54000057,NHS Greater Manchester Integrated Care Board,2022/23,3,0,0,381
E54000064,NHS Sussex Integrated Care Board,2019/20,1,15,0,7365
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2023/24,3,9,0,2717
E54000034,NHS Frimley Integrated Care Board,2019/20,5,4,0,6
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,4,19,1,1
E54000062,NHS Black Country Integrated Care Board,2020/21,4,16,0,1
E54000013,NHS Lincolnshire Integrated Care Board,2023/24,3,21,1,7
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2022/23,4,13,0,4
E54000041,NHS Dorset Integrated Care Board,2019/20,1,3,1,20
E54000054,NHS West Yorkshire Integrated Care Board,2019/20,3,0,1,3
E54000041,NHS Dorset Integrated Care Board,2023/24,5,13,0,2
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,4,17,0,4
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2022/23,5,18,0,1
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2021/22,3,12,1,1
E54000034,NHS Frimley Integrated Care Board,2023/24,5,16,1,2
E54000041,NHS Dorset Integrated Care Board,2020/21,1,7,0,417
E54000013,NHS Lincolnshire Integrated Care Board,2019/20,4,13,0,15
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,1,10,1,54
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,1,11,1,72
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2019/20,1,3,0,1578
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,1,17,1,84
E54000029,NHS North East London Integrated Care Board,2019/20,4,16,0,21
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,3,20,0,25
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2022/23,1,13,0,2775
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,3,13,0,149
E54000031,NHS South West London Integrated Care Board,2022/23,1,13,1,61
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,3,16,0,1018
E54000013,NHS Lincolnshire Integrated Care Board,2023/24,3,10,0,4957
E54000031,NHS South West London Integrated Care Board,2021/22,4,12,0,953
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,3,18,0,891
E54000031,NHS South West London Integrated Care Board,2020/21,4,8,0,415
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,3,0,0,14
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,1,0,0,2348
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,1,2,0,1998
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2022/23,3,14,1,11
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,1,5,1,30
E54000028,NHS North Central London Integrated Care Board,2020/21,1,17,0,3424
E54000057,NHS Greater Manchester Integrated Care Board,2023/24,5,3,0,287
E54000027,NHS North West London Integrated Care Board,2020/21,1,22,1,85
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2020/21,1,8,1,19
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,3,20,0,2387
E54000058,NHS Derby and Derbyshire Integrated Care Board,2020/21,3,0,0,25
E54000064,NHS Sussex Integrated Care Board,2023/24,3,11,0,7286
E54000059,NHS Northamptonshire Integrated Care Board,2022/23,3,12,1,15
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,1,22,1,47
E54000038,NHS Somerset Integrated Care Board,2019/20,1,9,0,1739
E54000032,NHS Kent and Medway Integrated Care Board,2022/23,1,16,0,10994
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,1,17,1,146
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2020/21,1,11,0,1790
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,3,21,0,32
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2020/21,5,6,0,8
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,1,9,1,43
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2022/23,1,8,0,4031
E54000032,NHS Kent and Medway Integrated Care Board,2022/23,1,18,0,12551
E54000064,NHS Sussex Integrated Care Board,2023/24,3,13,1,42
E54000028,NHS North Central London Integrated Care Board,2019/20,1,18,0,5791
E54000057,NHS Greater Manchester Integrated Care Board,2023/24,1,14,0,18056
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,1,21,0,4791
E54000059,NHS Northamptonshire Integrated Care Board,2022/23,1,9,0,3294
E54000027,NHS North West London Integrated Care Board,2022/23,1,2,1,75
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,1,0,1,46
E54000054,NHS West Yorkshire Integrated Care Board,2020/21,3,11,0,791
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,1,12,1,60
E54000064,NHS Sussex Integrated Care Board,2019/20,3,12,1,47
E54000050,NHS North East and North Cumbria Integrated Care Board,2022/23,3,5,1,4
E54000054,NHS West Yorkshire Integrated Care Board,2020/21,3,9,0,565
E54000026,NHS Mid and South Essex Integrated Care Board,2019/20,1,16,1,71
E54000013,NHS Lincolnshire Integrated Care Board,2019/20,3,11,0,1889
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,1,3,1,30
E54000034,NHS Frimley Integrated Care Board,2019/20,1,21,0,3567
E54000062,NHS Black Country Integrated Care Board,2023/24,1,23,0,4125
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,1,4,1,85
E54000041,NHS Dorset Integrated Care Board,2022/23,3,22,0,6
E54000037,NHS Devon Integrated Care Board,2020/21,1,18,1,57
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,5,18,0,5
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,1,17,1,77
E54000059,NHS Northamptonshire Integrated Care Board,2023/24,1,20,0,4967
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,4,18,0,4
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2020/21,3,17,0,1068
E54000055,NHS Birmingham and Solihull Integrated Care Board,2022/23,1,13,0,11228
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2021/22,3,20,1,3
E54000032,NHS Kent and Medway Integrated Care Board,2023/24,5,11,0,55
E54000031,NHS South West London Integrated Care Board,2020/21,5,17,1,1
E54000055,NHS Birmingham and Solihull Integrated Care Board,2021/22,3,15,1,1
E54000063,NHS Surrey Heartlands Integrated Care Board,2023/24,3,4,1,1
E54000050,NHS North East and North Cumbria Integrated Care Board,2023/24,5,20,0,1
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2023/24,5,2,0,1
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,5,20,0,3
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2023/24,3,15,1,1
E54000028,NHS North Central London Integrated Care Board,2021/22,3,0,1,3
E54000028,NHS North Central London Integrated Care Board,2023/24,3,3,1,1
E54000032,NHS Kent and Medway Integrated Care Board,2022/23,1,8,1,24
E54000026,NHS Mid and South Essex Integrated Care Board,2023/24,3,6,0,24
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2020/21,3,7,0,20
E54000057,NHS Greater Manchester Integrated Care Board,2023/24,1,17,1,214
E54000062,NHS Black Country Integrated Care Board,2023/24,1,22,1,112
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,1,18,0,17741
E54000064,NHS Sussex Integrated Care Board,2023/24,1,13,1,166
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,3,21,1,5
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,4,14,0,12
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2023/24,1,4,1,33
E54000030,NHS South East London Integrated Care Board,2019/20,1,13,1,131
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,1,5,0,367
E54000030,NHS South East London Integrated Care Board,2019/20,3,4,1,6
E54000057,NHS Greater Manchester Integrated Care Board,2022/23,3,20,0,2653
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2022/23,1,14,1,67
E54000054,NHS West Yorkshire Integrated Care Board,2023/24,1,16,0,16399
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2020/21,4,8,0,6
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,1,9,1,41
E54000058,NHS Derby and Derbyshire Integrated Care Board,2022/23,1,1,1,36
E54000059,NHS Northamptonshire Integrated Care Board,2020/21,3,19,0,1416
E54000064,NHS Sussex Integrated Care Board,2020/21,1,12,1,112
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,3,8,0,2444
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,5,8,0,92
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,4,14,0,4537
E54000028,NHS North Central London Integrated Care Board,2021/22,1,13,0,7738
E54000027,NHS North West London Integrated Care Board,2019/20,1,13,1,92
E54000063,NHS Surrey Heartlands Integrated Care Board,2023/24,3,2,0,57
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,4,11,0,17
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2020/21,1,15,0,2144
E54000054,NHS West Yorkshire Integrated Care Board,2020/21,3,15,0,886
E54000050,NHS North East and North Cumbria Integrated Care Board,2023/24,1,9,1,90
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2021/22,1,10,0,3103
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,4,16,1,2
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2022/23,1,15,0,1912
E54000029,NHS North East London Integrated Care Board,2022/23,3,1,1,8
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,1,15,1,96
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,0,0,3024
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2023/24,5,7,0,8
E54000062,NHS Black Country Integrated Care Board,2019/20,1,9,0,5236
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,1,11,1,60
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,4,18,0,1228
E54000055,NHS Birmingham and Solihull Integrated Care Board,2023/24,1,1,1,106
E54000034,NHS Frimley Integrated Care Board,2021/22,1,2,1,37
E54000061,NHS South Yorkshire Integrated Care Board,2023/24,1,7,0,2332
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,1,21,0,4150
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2023/24,1,14,1,43
E54000043,NHS Gloucestershire Integrated Care Board,2020/21,1,8,0,336
E54000043,NHS Gloucestershire Integrated Care Board,2023/24,3,9,0,2507
E54000030,NHS South East London Integrated Care Board,2021/22,4,10,0,23
E54000055,NHS Birmingham and Solihull Integrated Care Board,2019/20,4,9,0,22
E54000013,NHS Lincolnshire Integrated Care Board,2022/23,1,5,0,592
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2023/24,1,4,1,69
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,1,18,0,5133
E54000031,NHS South West London Integrated Care Board,2020/21,4,19,0,293
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2023/24,3,16,0,7812
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2021/22,3,19,0,577
E54000038,NHS Somerset Integrated Care Board,2023/24,3,12,1,4
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,3,14,0,6980
E54000055,NHS Birmingham and Solihull Integrated Care Board,2019/20,4,11,0,44
E54000030,NHS South East London Integrated Care Board,2020/21,3,1,0,521
E54000041,NHS Dorset Integrated Care Board,2019/20,1,20,1,64
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2022/23,4,10,0,1521
E54000062,NHS Black Country Integrated Care Board,2022/23,1,20,1,133
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2023/24,1,14,0,4846
E54000013,NHS Lincolnshire Integrated Care Board,2020/21,1,21,1,62
E54000063,NHS Surrey Heartlands Integrated Care Board,2022/23,4,10,0,1498
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,3,21,0,256
E54000028,NHS North Central London Integrated Care Board,2020/21,1,1,0,1182
E54000061,NHS South Yorkshire Integrated Care Board,2023/24,3,16,0,2149
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,1,10,0,4549
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,1,20,1,87
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2022/23,5,23,0,47
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,3,7,0,344
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2020/21,1,12,1,59
E54000032,NHS Kent and Medway Integrated Care Board,2023/24,5,15,0,37
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,1,13,0,13156
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,3,1,0,249
E54000059,NHS Northamptonshire Integrated Care Board,2022/23,1,0,1,76
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2022/23,1,16,0,4506
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2022/23,3,19,0,1275
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2023/24,4,11,0,8
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2022/23,4,13,0,15
E54000062,NHS Black Country Integrated Care Board,2023/24,1,14,1,116
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,4,12,0,199
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,3,18,1,8
E54000028,NHS North Central London Integrated Care Board,2021/22,1,14,0,7679
E54000034,NHS Frimley Integrated Care Board,2022/23,5,0,0,297
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2019/20,3,8,1,4
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2020/21,5,17,0,1
E54000022,NHS Norfolk and Waveney Integrated Care Board,2022/23,3,5,0,4
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2021/22,4,13,0,2
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,1,5,1,21
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2023/24,3,6,0,3
E54000054,NHS West Yorkshire Integrated Care Board,2023/24,3,22,1,6
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,4,21,0,3
E54000064,NHS Sussex Integrated Care Board,2019/20,5,10,0,1
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2023/24,4,9,0,3
E54000054,NHS West Yorkshire Integrated Care Board,2020/21,3,0,1,5
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,3,15,1,2
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,3,11,1,1
E54000027,NHS North West London Integrated Care Board,2019/20,5,16,0,1
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2022/23,5,2,0,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,3,16,0,2250
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2020/21,3,4,0,16
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2019/20,4,17,1,1
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2023/24,3,15,0,7352
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2023/24,5,13,0,2
E54000026,NHS Mid and South Essex Integrated Care Board,2022/23,1,4,0,1287
E54000041,NHS Dorset Integrated Care Board,2021/22,4,17,0,8
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,3,9,0,199
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,1,0,1,52
